Index,Time[d.s],IEs_T(15)_S(17)_EvLim(20),IEs_T(15)_S(33)_EvLim(20),IEs_T(30)_S(17)_EvLim(20),IEs_T(30)_S(33)_EvLim(20)
87843,736482.8510954143,29960.802128775824,29884.91847560475,29960.802128775824,29074.323332293738
87846,736482.8682994661,29960.802128775824,29884.91847560475,29960.802128775824,29074.323332293738
87917,736484.3835923877,29960.802128775824,29884.91847560475,29960.802128775824,29074.323332293738
87968,736485.9350469727,29960.802128775824,29884.91847560475,29960.802128775824,29074.323332293738
87986,736486.1722589106,29960.802128775824,29884.91847560475,29960.802128775824,29074.323332293738
87999,736486.4052327774,31240.319492886338,30139.512050696067,28095.28953467399,28126.812987565754
88091,736487.9738153875,31240.319492886338,30139.512050696067,28095.28953467399,28126.812987565754
88147,736489.2820873555,31175.194130538137,31175.194130538137,27503.782929794354,30347.876768955128
88160,736489.6877414532,31175.194130538137,31175.194130538137,27503.782929794354,30347.876768955128
88282,736493.9619593289,31175.194130538137,31175.194130538137,27503.782929794354,30347.876768955128
88304,736494.9470456415,28030.5641952355,28030.5641952355,28030.5641952355,27933.448427750718
88326,736495.8790748728,28030.5641952355,28030.5641952355,28030.5641952355,27933.448427750718
88336,736496.1550135624,28030.5641952355,28030.5641952355,28030.5641952355,27933.448427750718
88351,736496.480736277,28030.5641952355,28030.5641952355,28030.5641952355,27933.448427750718
88382,736497.6618780275,33917.38925234041,31571.720268324978,33917.38925234041,29808.676234568156
88390,736498.2192494282,34172.233040514126,32037.74528349962,29610.12708587771,29507.48285441499
88399,736498.5724484586,34348.971547478504,31943.70362483411,34348.971547478504,30699.657192893104
88482,736501.3428934601,34348.971547478504,31943.70362483411,34348.971547478504,30699.657192893104
88536,736503.1056744078,34348.971547478504,31943.70362483411,34348.971547478504,30699.657192893104
88564,736503.882392948,34348.971547478504,31943.70362483411,34348.971547478504,30699.657192893104
88683,736509.0385553177,34348.971547478504,31943.70362483411,34348.971547478504,30699.657192893104
88719,736510.0396047777,34937.650037770356,34937.650037770356,27137.358538020562,30898.84739838021
88720,736510.0540690928,34937.650037770356,34937.650037770356,27137.358538020562,30898.84739838021
88729,736510.3829276747,32530.697408501972,35074.07142334861,29984.425645927764,31055.77356202252
88738,736510.7070188278,32607.668217926293,33141.18989564085,32607.668217926293,29147.870140151772
88749,736511.2657459968,30677.39021219321,32947.90213832627,26788.392078867775,29473.600159731468
88774,736512.1397826882,34723.328311031044,32335.077481855737,29839.131960660925,29008.32270146447
88791,736512.9639626238,34723.328311031044,32335.077481855737,29839.131960660925,29008.32270146447
88818,736514.428647577,30206.556661809842,30206.556661809842,30713.15934782597,29509.369295364228
88819,736514.4292483274,29154.663551660593,29154.663551660593,29407.305190642535,28203.515138180785
88831,736514.7895584878,29261.70605704364,29261.70605704364,29261.70605704364,30553.921180053934
88835,736515.0352045733,29261.70605704364,29261.70605704364,29261.70605704364,30553.921180053934
88861,736515.9391275949,28166.445674825816,27200.150526943486,23505.146791062696,25568.947506669665
88891,736517.054936807,27526.589229817786,26838.982222758492,31016.158670898596,24017.7911459663
88895,736517.130847869,27526.589229817786,26838.982222758492,31016.158670898596,24017.7911459663
88898,736517.3837417592,26267.671846992387,25432.85704899069,26890.027637689094,23076.637096657836
88908,736517.619385023,26365.734436213297,24932.81340558465,29366.888933159116,22238.186138955338
88967,736520.0908094575,25408.780174671676,25408.780174671676,32346.450930573134,32611.090783154737
89009,736521.4639314775,24718.72551950333,23140.789446106046,24718.72551950333,23358.8309958651
89021,736521.8137933289,25304.96641149288,32048.195238276832,25304.96641149288,32048.195238276832
89026,736521.9533529107,25304.96641149288,32048.195238276832,25304.96641149288,32048.195238276832
89039,736522.5078261271,33634.11576657086,34664.22442369619,33634.11576657086,30341.60646662485
89043,736522.7212418765,23713.981345931126,34304.37404272622,23713.981345931126,34304.37404272622
89050,736523.1675381766,26175.392792928884,21548.530116976563,25747.979825116818,20435.96641150489
89105,736524.9425618487,33334.1397566179,24538.58245466632,30028.243382678513,22861.540281344158
89111,736525.1752902973,29252.545537050268,23004.191318006302,32609.36991731096,23004.191318006302
89112,736525.1756720291,26947.612933822445,21158.664451519926,31305.98866179852,21158.664451519926
89123,736525.5204627361,25631.457047783857,18948.118716465684,28372.029107733273,18948.118716465684
89125,736525.560331676,24105.773743741553,15800.22272428247,27311.31692815031,15800.22272428247
89132,736525.7554356907,21789.32396346935,13921.866421402545,25009.345704177074,13921.866421402545
89138,736525.9882629773,21789.32396346935,13921.866421402545,25009.345704177074,13921.866421402545
89145,736526.1254452915,21789.32396346935,13921.866421402545,25009.345704177074,13921.866421402545
89170,736527.1424619737,21789.32396346935,13921.866421402545,25009.345704177074,13921.866421402545
89172,736527.1619856302,23281.97469226596,11872.305957309463,23675.77011961711,13441.96556048543
89258,736530.7100049923,23281.97469226596,11872.305957309463,23675.77011961711,13441.96556048543
89264,736530.9996887255,22258.627339220362,15911.376427132225,20698.89110582273,12153.428680115958
89267,736531.0617183,22258.627339220362,15911.376427132225,20698.89110582273,12153.428680115958
89270,736531.0781621075,19983.719812605617,13844.085449530883,18658.09171019699,10283.022557524268
89271,736531.0844113867,16853.892144367805,14161.253834240399,16819.34119655129,11149.261745367114
89272,736531.0882375385,14977.49220523358,14168.644478911687,14562.685548540741,10716.427713633497
89274,736531.1402654202,17539.51048568181,18222.400213956615,24564.425596368616,22757.959239310185
89283,736531.3896900871,17539.51048568181,18222.400213956615,24564.425596368616,22757.959239310185
89284,736531.427248794,17539.51048568181,18222.400213956615,24564.425596368616,22757.959239310185
89285,736531.4279774594,17539.51048568181,18222.400213956615,24564.425596368616,22757.959239310185
89287,736531.4495728661,17539.51048568181,18222.400213956615,24564.425596368616,22757.959239310185
89290,736531.5049262152,17539.51048568181,18222.400213956615,24564.425596368616,22757.959239310185
89297,736531.618806706,12875.369015877439,11568.293937266273,11499.368660032475,11291.112297992351
89300,736531.633205841,12362.125228816842,9865.23194777178,9707.283264796135,8876.990478636284
89301,736531.634466834,12362.125228816842,9865.23194777178,9707.283264796135,8876.990478636284
89304,736531.6390862837,11014.31305115471,8893.841566419536,7545.076331790477,9723.571188402284
89305,736531.6594342384,10918.40983452125,8477.661799071187,6937.465434289482,9396.666725225508
89306,736531.6601880488,10896.146923491844,7913.977061674957,5647.558871743146,8956.791400691884
89307,736531.6615943122,10109.432455180917,7915.782630755455,5493.936075743375,8923.355006717013
89310,736531.7738507763,6073.025569192297,12255.850031406835,6453.911257081742,12119.687366971555
89312,736531.7771046906,6073.025569192297,12255.850031406835,6453.911257081742,12119.687366971555
89314,736531.7862564953,4618.611846198868,11798.116949638763,6228.017873687491,11773.660971044068
89316,736531.8166269195,4618.611846198868,11798.116949638763,6228.017873687491,11773.660971044068
89317,736531.8202881927,4407.058242444947,11375.50298006401,6019.4293700243825,11448.343222474821
89320,736532.0520941163,10730.164482723096,8117.890453893172,16840.057550564186,10434.731603926197
89332,736532.4729395615,6539.781663525255,8189.768213167649,6607.210431268886,9074.959795390483
89335,736532.5860459295,8627.707391408752,9277.944539277794,6015.284587169384,9372.970640082685
89336,736532.5920842444,6227.965849408483,8278.676173157632,6614.137611040325,9091.990383371127
89337,736532.598546194,6227.965849408483,8278.676173157632,6614.137611040325,9091.990383371127
89338,736532.6044601053,5991.491384838479,8942.659464423188,6431.435430574899,9544.013127634566
89339,736532.6830609036,4835.91359388873,7743.348907641356,6235.873681429857,8683.647832002789
89341,736532.7815807697,4966.01854796522,8040.988996994318,6325.601235965368,8741.552519008754
89342,736532.9424849227,4966.01854796522,8040.988996994318,6325.601235965368,8741.552519008754
89345,736532.9983769623,3874.843643199094,6427.007510836368,5516.459379695741,7705.792846210136
89346,736533.0011258114,4697.465805339316,6281.474106476049,6005.118075202984,7568.115103132494
89347,736533.0065926781,4697.465805339316,6281.474106476049,6005.118075202984,7568.115103132494
89348,736533.0086325315,4529.933211738132,7150.434206809329,5843.650362588072,8154.93931748952
89349,736533.0125118606,4382.6591563772035,5936.530893153353,5696.721876268274,7251.569409652514
89351,736533.0299207296,4382.6591563772035,5936.530893153353,5696.721876268274,7251.569409652514
89353,736533.1137098613,4260.355882440185,6790.139719989064,5568.3233664896015,7838.072144750646
89357,736533.2663576276,4120.982943013321,6610.343914215516,5427.461231806969,7678.489848515084
89358,736533.2691174197,4120.982943013321,6610.343914215516,5427.461231806969,7678.489848515084
89359,736533.269632341,4001.2693971288754,6448.084462660885,5301.5569730621555,7531.479504041334
89364,736533.3798431634,3884.0355650514916,6290.06834926153,5177.870954478539,7387.104686600574
89365,736533.3806583483,3782.115430653058,6146.288433046713,5066.295584699563,7253.213397753592
89366,736533.4031910516,3782.115430653058,6146.288433046713,5066.295584699563,7253.213397753592
89367,736533.4459941807,3737.651368556646,5576.232176501092,4999.731432723682,7048.651787317841
89369,736533.4746987019,3659.4837923373393,6302.495894580185,4907.940152158198,7564.651272310329
89372,736533.5196498061,3619.5843220403463,4996.219807470216,4846.865416929111,6307.789967312931
89375,736533.5532155291,3619.5843220403463,4996.219807470216,4846.865416929111,6307.789967312931
89376,736533.5549945682,3619.5843220403463,4996.219807470216,4846.865416929111,6307.789967312931
89378,736533.6671741942,3619.5843220403463,4996.219807470216,4846.865416929111,6307.789967312931
89380,736533.7264737037,3619.5843220403463,4996.219807470216,4846.865416929111,6307.789967312931
89381,736533.7540036256,3582.170993386893,5759.269316936613,4788.7413641592,6862.977497084691
89382,736533.7699374128,2345.913773432095,5099.762187842267,3432.076626465966,6340.349206104264
89388,736533.92646471,4037.918547191197,6033.19466443333,5099.714057390541,7041.982932167588
89391,736533.9425645863,4037.918547191197,6033.19466443333,5099.714057390541,7041.982932167588
89396,736534.0326512572,3966.111101819669,5162.468646336477,5018.873383717804,6345.402117690105
89398,736534.074759683,3888.481403443332,5822.995453631088,4933.709749245487,6836.952401775103
89400,736534.1567671583,3800.123663807785,5708.517455844406,4840.143495254059,6726.703732048929
89401,736534.1657942403,23979.87027210632,20050.84788845623,23979.87027210632,25516.191263015466
89404,736534.2697452123,3727.146888962388,5926.218895540577,4759.345723309934,7089.071006063963
89418,736534.626982807,3663.522942475424,5516.325268932157,4686.530110503672,6535.807236863778
89419,736534.6359431725,3606.798514027398,5740.870351218499,4619.756911232195,6899.095522491822
89421,736534.6427831699,3576.166463180451,5370.012852018484,4574.946592316359,6382.566959469253
89428,736534.9419454143,3576.166463180451,5370.012852018484,4574.946592316359,6382.566959469253
89433,736535.0968168818,3576.166463180451,5370.012852018484,4574.946592316359,6382.566959469253
89434,736535.1026384982,3576.166463180451,5370.012852018484,4574.946592316359,6382.566959469253
89437,736535.1953372092,3512.5213802562807,5281.662274374224,4503.264256886181,6293.57038573985
89438,736535.1982296938,3452.8088840549217,4534.209797191321,4435.156753077088,5676.625483938087
89450,736535.3795719789,3396.7610295357545,4465.160698681545,4370.419495315199,5601.593954129263
89464,736535.7508388509,3033.319598978062,4430.334246249933,4105.436362994829,5674.982045151174
89465,736535.9661542462,3386.776439154119,5047.513689563949,4327.847964264718,6037.451681339284
89473,736536.2429413312,3386.776439154119,5047.513689563949,4327.847964264718,6037.451681339284
89481,736536.386557448,3156.5251118983924,3696.7201767365227,24489.161732068435,4702.826911821983
89496,736536.879125895,3332.874083783764,4550.878875574887,4266.084396363718,6022.609679454723
89535,736537.9893088602,3332.874083783764,4550.878875574887,4266.084396363718,6022.609679454723
89539,736538.065074721,3274.8972944330108,4478.653537691926,4201.134400090538,6423.778295483906
89541,736538.2624402998,3091.7946087744717,4164.902326657064,4147.8119762131555,6347.412248610154
89543,736538.2784995637,3076.3840348871154,4132.84979241331,4117.615965791944,6675.157756532167
89561,736538.8617705797,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89564,736539.1632053533,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89584,736539.9971800576,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89607,736541.1524755289,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89661,736542.9454125544,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89667,736543.1489054929,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89669,736543.1719097913,3054.187397102728,4095.380454746965,4082.205367474316,5766.684666628237
89700,736544.4867473473,8757.787878298768,5226.207292829902,18108.928819435798,6922.489505725009
89740,736546.3920555343,8757.787878298768,5226.207292829902,18108.928819435798,6922.489505725009
89741,736546.3940687936,3179.270124936713,5029.71844013236,3738.8273096205266,6226.671913351054
89742,736546.4012959917,3133.1911557047333,4949.163189003681,3690.250987602409,6148.653218045446
89754,736546.8764807603,3133.1911557047333,4949.163189003681,3690.250987602409,6148.653218045446
89762,736547.2235102421,9269.67179425748,4000.7073949967,14008.68840184691,7299.257028982467
89764,736547.3531436219,9269.67179425748,4000.7073949967,14008.68840184691,7299.257028982467
89766,736547.3874971789,9269.67179425748,4000.7073949967,14008.68840184691,7299.257028982467
89769,736547.440625756,2273.244188382157,5298.580084032402,3436.1344553979093,6440.6139054747455
89774,736547.675535104,2273.244188382157,5298.580084032402,3436.1344553979093,6440.6139054747455
89776,736547.7327140614,2273.244188382157,5298.580084032402,3436.1344553979093,6440.6139054747455
89846,736550.0932324639,10587.789238874757,8737.065019298638,19881.65263865919,15587.227343184592
89848,736550.0957442175,10587.789238874757,8737.065019298638,19881.65263865919,15587.227343184592
89866,736550.4930347695,11733.316350531491,10316.861092545672,17021.812833450986,16146.200876498026
89877,736550.9711162201,5470.945089858159,8400.848797153853,3033.533187882606,6322.295078288221
89891,736551.4562926443,3615.02665572262,8379.968321804898,2996.4786142299436,5751.580079042957
89892,736551.4609856658,3587.427114241811,8290.73429376557,2955.76158339319,6162.780100492696
89893,736551.4611946797,3581.180359354239,8311.08301956965,2925.8723670832114,6092.35233294765
89898,736551.6488433549,3581.180359354239,8311.08301956965,2925.8723670832114,6092.35233294765
89903,736551.9612821264,3581.180359354239,8311.08301956965,2925.8723670832114,6092.35233294765
89906,736552.0374282054,3581.180359354239,8311.08301956965,2925.8723670832114,6092.35233294765
89928,736553.0215513845,3581.180359354239,8311.08301956965,2925.8723670832114,6092.35233294765
89944,736553.4869733127,3494.4332842460326,8301.397064272684,2767.2807445861818,4953.334790465486
89991,736556.4515481262,6795.342936883098,8750.796225950362,2865.042981906,4880.612693770736
89994,736556.6005075778,7212.412251985032,9077.869504673283,2971.7574336504836,4940.894414837493
90001,736556.9021778416,7206.283115800269,9011.466832383045,2963.7625327967307,4903.427509762138
90002,736556.9768927252,7206.283115800269,9011.466832383045,2963.7625327967307,4903.427509762138
90038,736558.5567108204,7206.283115800269,9011.466832383045,2963.7625327967307,4903.427509762138
90046,736558.7681398918,11667.987252008195,8469.574213127917,13843.117434940597,10596.605430917236
90129,736561.7067146968,11667.987252008195,8469.574213127917,13843.117434940597,10596.605430917236
90130,736561.7100454981,11667.987252008195,8469.574213127917,13843.117434940597,10596.605430917236
90145,736562.4954129651,12471.955755896153,15818.057006915096,3157.2272931090984,6118.515502092482
90146,736562.5021582837,12591.089967771319,12591.089967771319,3159.3895271084302,4939.431391636102
90247,736565.6858197935,17635.44471459938,13974.623648191466,17635.44471459938,3018.9881406123104
90252,736566.0291191844,17635.44471459938,13974.623648191466,17635.44471459938,3018.9881406123104
90271,736567.004606243,14526.49881389185,14526.49881389185,12054.19219303311,8837.73798212757
90274,736567.0567893562,14526.49881389185,14526.49881389185,12054.19219303311,8837.73798212757
90298,736568.2207161903,13203.031463520398,13203.031463520398,4197.558203810015,7899.624928602347
90307,736568.6487473024,13727.47124516525,13727.47124516525,3656.835226043341,8472.505231439383
90308,736568.7014437177,12279.379483221133,12279.379483221133,3672.413769549278,8389.566894720414
90313,736568.7979365704,10842.069254034479,10842.069254034479,3635.1355019535317,8303.84810593249
90340,736569.87474297,10842.069254034479,10842.069254034479,3635.1355019535317,8303.84810593249
90345,736570.0908091071,10842.069254034479,10842.069254034479,3635.1355019535317,8303.84810593249
90361,736570.7018004595,10842.069254034479,10842.069254034479,3635.1355019535317,8303.84810593249
90371,736571.128358066,18999.013396337657,13616.92801050522,9308.777061381596,10578.388720741063
90433,736573.0358422975,18999.013396337657,13616.92801050522,9308.777061381596,10578.388720741063
90447,736573.2864838976,16577.931840958434,16577.931840958434,16577.931840958434,16577.931840958434
90460,736573.6989127132,21173.45215428704,16700.05259198466,21173.45215428704,13284.523106288103
90466,736573.7732888788,13319.700564982239,15478.74428927469,6447.817929009121,11220.211226510117
90472,736574.3568239529,15544.671483930944,17411.354272219814,15544.671483930944,12274.322547281798
90498,736575.9057967131,15544.671483930944,17411.354272219814,15544.671483930944,12274.322547281798
90515,736576.6961068588,15544.671483930944,17411.354272219814,15544.671483930944,12274.322547281798
90521,736577.1037042324,15544.671483930944,17411.354272219814,15544.671483930944,12274.322547281798
90580,736580.1041091786,15544.671483930944,17411.354272219814,15544.671483930944,12274.322547281798
90583,736580.2603650658,27006.618179767433,18518.757878175602,12413.329417961839,17290.97722699364
90669,736583.6599951778,27006.618179767433,18518.757878175602,12413.329417961839,17290.97722699364
90674,736584.0200608515,27006.618179767433,18518.757878175602,12413.329417961839,17290.97722699364
90768,736587.1075575147,27006.618179767433,18518.757878175602,12413.329417961839,17290.97722699364
90786,736587.8323290587,22506.928705536655,24703.06030585342,12436.934002566171,14606.647566792328
90816,736588.8837080221,27474.385763334973,28742.340179316343,27474.385763334973,19712.932163841248
90844,736589.9525260375,27474.385763334973,28742.340179316343,27474.385763334973,19712.932163841248
90878,736591.3617660737,28369.716657992692,30002.1990161139,10914.78146817853,17337.802628468457
90938,736593.8417799555,28369.716657992692,30002.1990161139,10914.78146817853,17337.802628468457
91086,736600.5283611461,28369.716657992692,30002.1990161139,10914.78146817853,17337.802628468457
91098,736601.367498431,28608.616437623303,28608.616437623303,27308.332175066174,25589.260376527778
91135,736602.4285229068,28232.978598885074,31100.922632092173,23451.742676591457,29658.284724772773
91136,736602.4302722516,28152.34236759291,29431.591470191168,23005.574183815865,27667.727924796814
91153,736603.051666217,31551.282914995125,31551.282914995125,24631.267829425284,23031.029508767755
91155,736603.191377241,29775.972301252816,29775.972301252816,24690.252782156196,26059.249748868937
91283,736608.6497220247,29863.17958148181,29863.17958148181,26715.97097931616,29863.17958148181
91286,736608.7415245904,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91287,736608.742176761,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91319,736610.6766023437,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91320,736610.6816192965,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91321,736610.7160353315,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91322,736610.7178453509,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91323,736610.7211747511,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91325,736610.7482080461,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91326,736610.764366411,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91327,736610.7649157089,26429.745109099244,26429.745109099244,26429.745109099244,26429.745109099244
91334,736610.8755126395,29807.014761797673,26900.75792158181,28694.542488007315,26900.75792158181
91426,736615.0220728782,30394.91425068276,30394.91425068276,30394.91425068276,31519.679981675123
91447,736615.4999280784,32590.925859395127,30741.746407588937,32590.925859395127,30741.746407588937
91565,736620.3190132481,26124.510186196025,28410.68431199668,26124.510186196025,28410.68431199668
91568,736620.4385340188,26101.71076408658,28410.859893030953,26101.71076408658,28410.859893030953
91661,736624.3128316766,26101.71076408658,28410.859893030953,26101.71076408658,28410.859893030953
91664,736624.5486469888,28618.920250264775,27187.870719956467,26564.025764616323,27187.870719956467
91680,736625.3987497254,28027.11503285767,24205.82281712295,23033.953468312175,24205.82281712295
91712,736626.8176881145,28133.00039295307,26667.988265137043,23139.838828407574,24703.62659918735
91734,736627.9458284309,24037.112417613982,24037.112417613982,23712.094702012004,21335.237996726537
91752,736628.9088266515,24037.112417613982,24037.112417613982,23712.094702012004,21335.237996726537
91787,736629.8030299932,24037.112417613982,24037.112417613982,23712.094702012004,21335.237996726537
91850,736633.1363246363,27046.515688771768,23667.814948808456,22719.761109861294,20853.5530586575
91893,736634.8296150251,23710.074422734557,24216.06696430324,26483.13025638763,21654.587337965066
91902,736635.3731619627,24483.889773346626,23431.003758714618,26093.493594556003,18198.23876469434
91914,736635.6530322629,22810.753199589333,24212.758416274923,24947.392371836322,20125.690538755316
91915,736635.683083171,21118.118375287602,22484.37457969487,21837.32287993376,19070.00292717942
91969,736637.3853787923,23323.526465091803,23145.711651704063,26831.504957950787,19761.141561872686
92024,736640.1081713797,23323.526465091803,23145.711651704063,26831.504957950787,19761.141561872686
92045,736640.6097530443,23323.526465091803,23145.711651704063,26831.504957950787,19761.141561872686
92077,736641.4061373838,22083.688694890487,21453.984557701697,22083.688694890487,21453.984557701697
92161,736644.5985170908,22083.688694890487,21453.984557701697,22083.688694890487,21453.984557701697
92162,736644.6028176739,22181.38389013242,21425.92552901474,20638.64107829217,21425.92552901474
92171,736645.0719296568,22181.38389013242,21425.92552901474,20638.64107829217,21425.92552901474
92188,736646.1225921417,17955.376399980396,20142.501658213983,19892.805686302683,20142.501658213983
92206,736646.6395309594,21692.981022542695,21692.981022542695,21692.981022542695,29004.014821665
92215,736647.1674365103,24525.50693273938,23093.489623673904,24525.50693273938,23093.489623673904
92218,736647.3006301812,22772.098087084,19169.927213019666,22772.098087084,20320.0888537549
92223,736647.4202972717,22772.098087084,19169.927213019666,22772.098087084,20320.0888537549
92224,736647.4224569686,19507.70782097905,18567.325821025246,19213.41973702814,18567.325821025246
92230,736647.6121129603,19537.638058964418,16734.151455900406,19975.806097505774,16734.151455900406
92233,736647.6756192764,17736.63411051455,14054.544046540686,19204.260453166935,14054.544046540686
92237,736647.7853836801,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92271,736648.8587979982,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92281,736649.163193036,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92296,736649.6827636502,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92298,736649.7967743728,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92299,736649.815712794,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92300,736649.8351515669,21587.591844609633,16876.57684633718,21587.591844609633,18494.227497716016
92303,736649.9312829381,17144.917668524333,14270.01137636245,17719.073168543455,13571.352703683302
92304,736649.9331846839,17144.917668524333,14270.01137636245,17719.073168543455,13571.352703683302
92306,736649.9447707812,17144.917668524333,14270.01137636245,17719.073168543455,13571.352703683302
92310,736650.1453718771,20489.811921689834,16832.966870130083,20489.811921689834,13528.956770204135
92311,736650.1488295464,20439.565923505255,14736.699102232395,20439.565923505255,13722.831998782449
92333,736650.7667747336,10671.869082259855,15741.837332661147,15572.49347758702,15254.456899036404
92343,736651.1432199292,18705.48377237015,13998.09802667664,18705.48377237015,17806.861742512876
92361,736651.7305846169,18705.48377237015,13998.09802667664,18705.48377237015,17806.861742512876
92363,736651.852568373,18288.962767066987,11358.987580388397,18288.962767066987,16046.354757134488
92364,736651.8623872211,18969.323072902174,11450.207687754426,18969.323072902174,15052.45638953907
92365,736651.8720054963,18969.323072902174,11450.207687754426,18969.323072902174,15052.45638953907
92366,736651.8804691005,17336.73304919229,11031.724217420526,17336.73304919229,13692.193846856328
92367,736651.9191863874,17098.71737895738,10407.367847558315,17098.71737895738,10516.525773135536
92390,736653.1344441696,20826.98096234439,21859.12697285335,20826.98096234439,25613.187580144895
92401,736653.4011197438,13119.144616014773,15119.315555605115,17486.032463000978,15557.23690700756
92403,736653.4345697174,25987.05826402866,21984.72719389848,25987.05826402866,26269.84590970607
92408,736653.5804636354,10815.072713307802,18888.424389521195,12521.66404738781,17988.76213781151
92409,736653.5882194081,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92410,736653.5896205985,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92411,736653.5920100054,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92412,736653.5952813454,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92413,736653.598847433,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92420,736653.6777975807,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92422,736653.7284802445,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92426,736653.9062645815,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92429,736654.1189682126,10374.79704356017,17988.014263832178,10347.691769457555,17297.70161901859
92433,736654.208417735,16646.94644278509,14646.956738197943,11024.31465584691,13593.941423947477
92435,736654.2506712374,15722.612946488918,13961.754280495774,10560.115615492115,12944.29728554025
92438,736654.3014470815,15663.569524628845,13371.33409718263,10501.072193632042,12531.477042852883
92441,736654.3743636251,14024.443782192731,12822.501909007453,9532.327113258301,12138.700933729571
92442,736654.3752623084,16603.947525160853,13524.844306047351,16603.947525160853,12730.143492371859
92448,736654.4563351423,16603.947525160853,13524.844306047351,16603.947525160853,12730.143492371859
92450,736654.5175373246,12529.911546009002,12061.920482400748,8799.693403803023,11679.075945764329
92451,736654.6089269678,13195.905603848614,12808.144027788863,9675.465175008301,12207.746260441618
92452,736654.6098478021,14310.111031143531,12369.4347842615,14310.111031143531,11873.933087543935
92453,736654.6104022472,12754.012513216894,11960.009448850667,12754.012513216894,11557.882170038474
92454,736654.6147278058,20813.569200634385,18700.74428329663,20813.569200634385,22023.98542083768
92458,736654.8626915345,9755.639203943243,13953.16260215431,7686.526426748656,14588.3320465316
92466,736654.9936307685,7493.521266415812,13099.451759349755,8367.385658743538,12508.591806435741
92471,736655.1069413294,19210.309636637885,6104.46721904263,19210.309636637885,7366.220386909144
92488,736655.6805495307,19210.309636637885,6104.46721904263,19210.309636637885,7366.220386909144
92496,736656.0609481996,19210.309636637885,6104.46721904263,19210.309636637885,7366.220386909144
92509,736656.4987483463,11418.446367307006,11805.43808879783,11486.67568425897,12684.75804512372
92510,736656.4996637667,11015.005706429341,11458.99396372183,9349.538415198685,12395.715898749211
92513,736656.5240831461,10425.565250130843,12053.61086194172,6718.090455808213,12814.113383456079
92514,736656.5411469316,10011.67460496299,14262.75984203436,6304.199810640356,14525.510134156571
92518,736656.5775334246,7036.990834370571,11532.629865016374,5961.603301570978,12366.802710467931
92524,736656.6722383343,8483.624421085684,13538.873992296658,7978.65237116665,13984.204872519016
92526,736656.6921736173,6888.555373307577,12660.345108493811,6452.962023337128,13231.900556563147
92527,736656.6947463852,5673.653737315542,10644.035946109498,6196.171843982619,11618.853226655692
92528,736656.7035856612,6937.612351242099,10369.792315819635,5445.566447789252,11377.074278801972
92529,736656.7281941244,6937.612351242099,10369.792315819635,5445.566447789252,11377.074278801972
92530,736656.749142252,6937.612351242099,10369.792315819635,5445.566447789252,11377.074278801972
92531,736656.7843241763,5132.833457235724,10927.4857046438,5794.481888231102,11788.230075430678
92532,736656.8155350983,5373.459479225162,11527.081174985278,5144.4701148114045,12260.129553856641
92534,736656.8703892636,13389.187199879803,12609.791331046023,13337.649578202834,13224.682276774627
92535,736656.9509405926,12771.378311720595,12306.211420971447,13362.562047432202,12953.932115065123
92537,736657.0041214902,12771.378311720595,12306.211420971447,13362.562047432202,12953.932115065123
92539,736657.05940571,4810.405297501001,10999.06912627662,5507.255859445228,11910.88241469049
92541,736657.0598623918,3624.5060321980586,11503.93333034042,4774.205967496966,12320.540331813441
92545,736657.1611974831,4466.024109099315,10548.000348703508,5174.596271690685,11493.491441716571
92548,736657.2355147646,4466.024109099315,10548.000348703508,5174.596271690685,11493.491441716571
92551,736657.3135263778,4466.024109099315,10548.000348703508,5174.596271690685,11493.491441716571
