GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E,Cluster
1853889,357381.84,4778998.8,5820,733315.3767,1.57,-6.09,2
1853919,349725.75,4713079.51,4000,733315.3899,1.57,-6.24,2
1853929,339782.58,4703246.69,26760,733315.3966,2.26,-6,2
1853939,348988.57,4713173.25,10360,733315.4144,2.08,-5.9,2
1854009,365741.83,4729225.93,15560,733315.5974,1.65,-6.3,2
1854019,349137.06,4713203.35,11000,733315.6112,1.78,-6.01,2
1854069,356713.44,4800478.49,3040,733315.6819,1.84,-6.06,2
1854129,346461.81,4762947.52,3230,733315.8134,2.26,-5.89,2
1854169,348985.16,4714906.44,7960,733316.0327,1.83,-6.21,2
1854229,375389.86,4693744.65,760,733316.3633,2.17,-5.88,2
1854289,346595.45,4763088.96,3130,733316.588,2.04,-6.12,4
1854369,359346.8,4716899.67,17770,733316.9497,3.41,-5.26,4
1854389,319398.38,4750161.41,9950,733316.9878,1.77,-5.98,4
1854449,330737.62,4741050.02,4000,733317.3446,1.51,-6.33,4
1854629,332951.63,4742262.72,7470,733318.3267,1.72,-6.17,4
1854639,331850.12,4742045.06,8440,733318.3301,1.8,-6.19,4
1854739,286875.15,4830701.88,7190,733318.6231,1.71,-6.17,4
1854759,332528.39,4816125.4,4840,733318.6631,1.73,-6.26,4
1854769,356668.08,4799868.36,2250,733318.6909,1.52,-6.31,4
1854789,324172.83,4745759.32,5460,733318.7872,1.59,-6.26,4
1854899,353883.25,4677297.69,10570,733320.0487,2.05,-5.81,4
1854909,337902.5,4774089.86,13700,733320.0963,1.82,-6.21,4
1855049,353599.08,4738126.77,11810,733320.9814,1.77,-6.09,4
1855149,313363.3,4752134.16,3990,733321.2669,1.55,-6.58,4
1855329,374205.93,4722501.88,12920,733321.8447,1.64,-6.32,4
1855359,335444.4,4707647.51,13420,733321.9269,1.7,-5.89,4
1855369,335738.88,4707585.01,13110,733321.9296,1.69,-6.05,4
1855429,311095.96,4723879.13,12510,733322.1899,1.57,-6.26,4
1855479,355756.61,4730537.9,4000,733322.3967,1.71,-6.13,4
1855679,324095.13,4793379.9,49270,733323.0924,1.95,-6.31,4
1855759,354979.34,4800537.67,5710,733323.3511,1.57,-6.42,4
1855899,359288.58,4720100.26,5120,733323.6691,1.55,-5.98,4
1855929,366029.55,4741928.94,13160,733323.834,1.75,-6.24,4
1856029,336534.78,4739510.07,4000,733324.3507,1.57,-6.25,4
1856039,353733.42,4740601.42,9940,733324.4026,1.55,-6.1,4
1856079,357260.1,4735106.02,4000,733324.5032,1.55,-6.2,4
1856089,292356.56,4812486.85,4000,733324.5074,1.65,-5.93,4
1856169,326818.3,4791264.98,11400,733324.9326,1.54,-6.28,4
1856319,337483.91,4826949.96,17560,733325.534,1.79,-6.25,0
1856369,301176.17,4737560.44,9650,733325.6542,1.58,-6.21,0
1856489,355439.7,4785983.84,9120,733325.8925,1.81,-6.12,0
1856649,299915.28,4735874.14,4000,733326.2886,1.99,-6.06,0
1856749,322011.41,4673654.49,13430,733326.5305,2.34,-5.75,0
1856849,333021.61,4759928.65,11270,733326.7824,1.95,-5.91,0
1856859,299818.62,4735365.67,4000,733326.7887,3.03,-5.44,0
1856939,299632.17,4735715.63,4000,733327.0722,1.6,-6.4,0
1856969,299614.44,4735104.85,4000,733327.2437,1.62,-6.19,0
1856979,299697.59,4735146.89,3530,733327.2908,2.92,-5.66,0
1856989,300302.18,4734807.07,6620,733327.298,1.56,-5.91,0
1857129,299907.23,4735596.51,9860,733327.5724,1.66,-6.18,0
1857139,373225.31,4745880.73,15930,733327.5788,1.75,-6.16,0
1857169,304814.25,4771244.24,6770,733327.68,2.65,-5.69,0
1857199,299571.91,4735050.51,4000,733327.7269,2.26,-5.92,0
1857279,360276.28,4785260.49,20990,733327.8518,2.37,-5.83,0
1857299,304612.92,4771327.8,7240,733327.8784,2.35,-5.89,0
1857359,299761.92,4734822.71,4000,733327.9441,1.68,-6.27,0
1857369,350285.64,4734398.26,9770,733327.9582,1.64,-6.2,0
1857439,314632.97,4753766.78,12370,733328.3253,1.53,-6.43,0
1857649,375649.49,4748869.12,14740,733329.0314,1.58,-6.24,4
1857689,378778.44,4677779.65,13670,733329.0985,1.78,-5.97,4
1857719,314259.23,4726194,12230,733329.1581,1.79,-6.33,4
1857739,334497.27,4741903.18,5910,733329.1879,1.65,-6.24,4
1857749,316404.11,4736849.54,30700,733329.2348,1.77,-5.88,4
1857759,354932.42,4725611.39,11770,733329.2657,1.67,-6.12,4
1857869,343615.24,4732735.07,3000,733329.648,2.08,-5.33,0
1857889,358294.72,4800478.51,2610,733329.7121,1.99,-6.05,0
1857959,353217.02,4742090.02,5560,733329.8714,1.74,-6.09,0
1858079,330776.35,4755905.62,10240,733330.2417,1.69,-6.34,0
1858129,345514.76,4760368.88,16680,733330.4692,1.57,-6.4,0
1858139,323304.05,4776986.22,13240,733330.582,2.01,-6.03,0
1858199,323213.2,4776621.84,13180,733330.6311,1.85,-6.26,0
1858269,291399.68,4700469.3,2320,733330.9434,1.59,-6.34,0
1858519,356946.01,4703517.86,13160,733332.1405,2.61,-5.63,0
1858719,245954.52,4884230.42,2060,733332.8067,1.96,-6.25,0
1858749,267133,4863018.83,9470,733332.9723,1.63,-6.41,0
1858779,320862.05,4780083.91,6920,733333.0532,1.56,-6.3,0
1858859,360294.97,4703605.48,10600,733333.6354,2.33,-5.52,0
1858869,301620.17,4798568.82,8890,733333.6381,1.88,-6.24,0
1858999,361424.15,4770960.6,20650,733334.4662,1.56,-6.4,0
1859009,362401.03,4770940.84,20120,733334.4695,2.05,-6.13,0
1859129,355078.7,4709821.96,10930,733335.1217,1.65,-6.22,0
1859399,357997,4736701.7,14490,733336.3496,2.79,-5.54,0
1859459,351628.71,4743535.02,8440,733336.5848,1.8,-5.97,0
1859559,358618.59,4737477.7,5390,733337.0065,1.87,-6.06,0
1859579,343697.68,4694403.3,7620,733337.0656,2.21,-6.14,0
1859589,351525.42,4791312.62,8160,733337.104,1.51,-6.42,0
1859719,321085.44,4784245.55,17720,733337.8847,1.59,-6.57,0
1859789,342990.15,4774748.64,15090,733338.2139,1.81,-6.12,0
1859799,354919.29,4722634.33,10910,733338.281,1.89,-5.94,0
1859849,397090.9,4717470.62,17310,733338.724,1.81,-6.1,0
1859939,264286.99,4865321.33,8680,733338.9394,1.59,-6.61,0
1860019,325303.66,4751964.54,9620,733339.1344,1.69,-6.16,0
1860039,354833.53,4702783.88,13140,733339.1501,1.81,-6.06,0
1860389,335266.78,4763374.49,10930,733339.8381,1.84,-6.14,0
1860459,358977,4700243.84,10020,733340.0597,2.05,-5.94,0
1860509,325403.91,4752373.15,10520,733340.1977,1.51,-6.42,0
1860519,348563.69,4715160.03,10710,733340.2085,1.75,-6.1,0
1860529,348240.9,4714667.13,11860,733340.2539,3.02,-5.58,0
1860599,340253.76,4754456.15,8520,733340.5677,1.59,-6.34,2
1860649,284319.69,4786757.77,7600,733340.7792,1.93,-6.11,2
1860659,334805.4,4702885.05,7390,733340.8041,1.62,-6.6,2
1860719,326683.34,4752896.36,11630,733340.8811,1.6,-6.21,2
1860909,333374.94,4729285.48,13620,733342.0205,1.75,-5.99,2
1860989,259036.67,4840864.64,5980,733342.2619,1.63,-6.26,2
1860999,331455.65,4697031.99,12460,733342.2959,2.86,-5.51,2
1861289,348916.56,4755926.55,7740,733343.4783,1.62,-6.22,2
1861319,364931.16,4712400.91,11770,733343.7087,1.9,-6.21,2
1861359,328515.47,4743816.27,10770,733344.0044,1.97,-5.84,2
1861439,325113.24,4724744.63,12610,733344.5872,2.11,-5.73,0
1861499,336524,4726243.72,11230,733344.8054,1.94,-5.95,0
1861509,327681.51,4755238.14,8430,733344.8528,1.92,-5.92,0
1861519,361612.55,4711966.27,12440,733344.8789,1.7,-6.13,0
1861529,359689.9,4809082.41,6450,733344.9579,1.63,-6.53,0
1861549,376232.14,4686421.03,6110,733345.0949,1.85,-6.08,0
1861569,357450.43,4800818.46,2930,733345.4799,1.93,-6.13,0
1861589,336489.48,4752400.29,12480,733345.76,2.05,-5.76,0
1861679,357415.72,4728359.37,4000,733346.5651,1.57,-5.99,0
1861699,353337.38,4798861.98,970,733346.6966,1.5,-6.27,0
1861739,357194.12,4778969.4,4000,733346.9719,1.72,-6.16,0
1861789,358884.7,4752436.86,3750,733347.3646,2.2,-6.02,0
1861839,356179.93,4721330.49,4000,733347.9221,1.73,-5.66,0
1861849,262645.33,4858762.71,3500,733347.9936,1.57,-6.34,0
1861879,309885.88,4808779.6,15850,733348.1308,1.54,-6.4,0
1861949,298935.47,4801638.21,3190,733348.3269,2.19,-6.08,0
1861959,356246.21,4721362.44,4000,733348.3533,1.54,-6.18,0
1861989,338061.06,4757729.84,12140,733348.6566,1.85,-6.14,0
1862229,359460.12,4704211.02,17110,733349.8851,1.74,-6.11,0
1862249,354103.1,4710320.04,9480,733349.9417,1.67,-6.34,0
1862349,323819.82,4750491.14,25240,733350.6795,1.82,-6.06,0
1862359,358575.02,4801861.48,4010,733350.6903,2,-5.94,0
1862469,358901.36,4753247.53,4000,733351.9305,1.6,-6.32,0
1862509,354417.65,4800060.86,1840,733352.4678,1.75,-6.11,0
1862549,353592.62,4799412,1240,733352.6752,1.65,-6.17,0
1862779,354192.26,4799010.17,1620,733353.6805,1.52,-6.35,0
1862789,242738.88,4859448.21,45180,733353.6903,2.31,-6.32,0
1862799,358571.81,4720759.16,4000,733353.7218,1.7,-6.13,0
1862879,337560.89,4722208.31,11660,733354.0701,1.53,-6.16,0
1862989,347938.26,4755614.85,8100,733354.5723,1.61,-6.09,4
1862999,334211.26,4747010.23,9120,733354.5784,1.5,-6.18,4
1863099,334724,4771277.02,12920,733355.2381,1.53,-6.4,4
1863109,348145.2,4755743.59,9460,733355.2705,1.58,-6.14,4
1863149,366721.44,4781142.64,28910,733355.3959,3.26,-5.37,4
1863159,354040.95,4707355.18,12140,733355.4278,1.69,-6.13,4
1863269,326688.62,4718860.29,16700,733355.7753,1.59,-5.96,4
1863279,325285.8,4718895.47,16570,733355.7753,1.68,-6.28,4
1863349,327953.19,4747497.27,10320,733355.9643,1.67,-6.22,4
1863429,379680.29,4695202.34,13430,733356.0807,2.09,-5.85,4
1863549,337316.67,4751113.94,8110,733356.1779,1.6,-6.15,4
1863749,367235.14,4726775.41,13180,733356.8066,1.55,-6.02,4
1863779,366801.98,4726839.27,10060,733357.0175,1.58,-6.32,4
1863829,316723.47,4756188.9,18900,733357.3453,1.62,-6.12,4
1863849,367345.91,4726995.46,12000,733357.3512,1.79,-5.97,4
1863879,357983.73,4800729.47,2850,733357.4777,1.57,-6.28,4
1863989,304745.66,4787307.21,7770,733357.8827,1.59,-6.31,4
1864059,355292.12,4779042.88,4000,733358.2988,2.34,-5.92,4
1864119,352646.62,4710606.25,10870,733358.4779,1.84,-6.14,4
1864129,352986.86,4711932.18,9690,733358.4843,1.87,-6.19,4
1864159,331205.51,4745116.54,8080,733358.5285,1.54,-6.15,4
1864249,352380.65,4777205.45,15330,733359.3447,1.8,-6.13,4
1864279,352336.38,4777039.75,13850,733359.3574,1.69,-5.96,4
1864289,352390.52,4777660.77,12690,733359.3745,1.67,-6.35,4
1864309,358811.73,4727697.52,4000,733359.5006,1.77,-5.89,4
1864319,334921.17,4728826.19,13040,733359.536,2.74,-5.72,4
1864329,346706.49,4719555.86,12680,733359.5377,1.64,-5.9,4
1864339,258699.37,4860929.03,500,733359.5434,1.62,-6.66,4
1864359,358306.33,4727030.18,12780,733359.8897,1.82,-6.07,4
1864569,341749.85,4773221.71,10450,733361.8842,1.53,-6.37,0
1864619,423968.94,4675146.83,16450,733362.0736,1.85,-6.05,0
1864649,332395.55,4754676.9,11900,733362.2356,1.7,-6.17,0
1864829,363015.53,4769095.37,19840,733363.2398,1.96,-6.12,0
1865029,373857.7,4712355.45,14370,733364.6438,1.8,-6.13,0
1865049,365226.03,4771306.65,18520,733364.7808,1.8,-6.14,0
1865309,336281.38,4710027.68,4010,733365.3696,2.35,-5.86,0
1865349,354290.03,4799030.28,0,733365.4949,1.81,-6.08,0
1865539,369989.81,4727256.33,11790,733366.202,1.8,-6.3,4
1865549,369737.02,4728194.2,9480,733366.2189,1.65,-6.32,4
1865639,353767.08,4798852.68,1170,733366.7117,1.53,-6.13,4
1865709,347009.64,4697840.68,11000,733367.1734,2.25,-5.86,4
1865719,324340.25,4779604.32,13150,733367.1743,1.53,-6.22,4
1865779,315980.43,4759231.63,11940,733367.5151,2.51,-5.85,4
1865809,360610.05,4716041.03,15580,733367.6334,2.07,-5.87,4
1865919,346000.95,4745658.48,10730,733369.0073,2.23,-5.79,4
1865929,346981.97,4746025.46,10950,733369.0417,1.51,-6.34,4
1866019,311515.16,4818348.29,8970,733370.8703,1.87,-5.91,4
1866099,350481.25,4696587.93,4000,733372.4064,1.63,-6.37,4
1866199,337918.46,4689179.76,5520,733372.8597,1.82,-6.24,4
1866279,334489.82,4787095.27,10670,733373.8473,1.52,-6.24,4
1866479,355318.9,4711494.45,10220,733377.2741,2.29,-5.93,4
1866519,265177.14,4835308.15,6660,733377.6678,1.61,-6.17,4
1866569,276106.99,4840448.69,6520,733378.1941,2.55,-5.74,4
1866579,275481.48,4840325.13,6090,733378.1948,2.57,-5.66,4
1866599,289961.36,4817508.2,2440,733378.2734,1.97,-5.93,4
1866629,255875.11,4836508.51,6050,733378.3607,1.53,-6.29,4
1866639,283745.52,4855763.03,33200,733378.3704,1.99,-6.67,4
1866729,302464.02,4781526.57,3090,733378.8911,2.19,-6.19,0
1866749,334465.32,4752126.54,11420,733378.9604,1.59,-6.21,0
1866869,309159.2,4808299.94,2000,733379.4302,1.73,-6.18,0
1866939,386025.93,4744546.02,11240,733379.7843,1.73,-6.2,0
1866949,387481.37,4743577.92,13570,733379.8351,1.71,-6.23,0
1866979,364323.58,4771380.08,20070,733380.1121,1.61,-6.13,0
1867019,360061.21,4724639.34,14860,733380.306,2.09,-6.1,0
1867029,361243.55,4726359.68,13930,733380.3075,1.89,-6.13,0
1867059,353836.93,4798706.73,1330,733380.5654,1.79,-6.49,0
1867249,318270.38,4814705.85,39770,733383.0602,1.94,-6.21,0
1867279,361271.64,4714228.15,11990,733383.2256,1.64,-6.18,0
1867429,311784.87,4715092.24,14010,733383.9568,3.04,-5.57,0
1867469,330964.06,4707321.48,28530,733384.041,1.84,-6.04,0
1867539,332616.28,4746637.72,9520,733384.3162,1.64,-6.09,0
1867639,360895.36,4713069.24,12240,733384.8078,2.6,-5.75,0
1867749,359280.29,4711179.9,14290,733385.2996,1.57,-6.15,0
1867789,362021.38,4714768.66,7190,733385.4778,2.04,-6.02,0
1867929,332628.17,4745781.84,7450,733385.8103,1.71,-6.07,0
1867959,331695.99,4765083.74,11140,733386.0588,1.69,-5.32,0
1868019,362105.21,4726409.12,5730,733386.4864,1.96,-4.44,0
1868099,354032.2,4713987.6,11000,733388.12,1.73,-5.73,0
1868129,358327.7,4706755.66,12060,733388.7831,2.36,-5.63,0
1868139,371823.35,4671560.7,6110,733388.7909,1.73,-6.09,0
1868339,375331.86,4691413.11,7990,733390.3451,1.85,-5.91,0
1868359,313163.28,4730557.57,16260,733390.3878,1.63,-6.35,0
1868489,355738.69,4798499.26,0,733391.6793,1.85,-5.91,0
1868649,266118.09,4861608.81,11000,733392.1597,2.03,-6.11,0
1868669,266163.59,4861073.4,2240,733392.1637,1.83,-6.32,0
1868759,330857.33,4744258.37,9920,733392.2923,1.67,-5.95,0
1868899,329474.3,4747192.7,8760,733393.1778,1.75,-5.92,0
1868919,364782.48,4778092.36,31120,733393.2867,2.3,-5.9,0
1868949,333056.43,4768039.53,0,733393.4365,2.13,-6.13,0
1868959,366496.07,4774203.51,19350,733393.4493,1.85,-6.14,0
1869019,274372.89,4840951.8,5700,733394.474,1.85,-6.26,0
1869129,322197.07,4762590.29,9410,733395.216,1.5,-6.16,0
1869159,341707.22,4743811.5,9450,733395.3044,1.63,-6.05,0
1869259,346563.23,4763834.11,10670,733395.8087,2.55,-5.64,0
1869309,315916.47,4801110.21,14880,733396.1914,1.57,-6.36,0
1869339,336151.71,4758775.25,38550,733396.3701,1.91,-5.7,0
1869419,319556.83,4769494,11360,733396.9342,1.85,-6.04,2
1869439,362981.24,4725114.2,4000,733397.119,1.55,-6.45,2
1869509,361798.62,4750744.5,21430,733397.4337,1.58,-6.03,2
1869549,356757.81,4721507.38,4000,733397.6299,1.85,-5.92,2
1869559,255555.24,4854426.39,5510,733397.6729,1.59,-6.56,2
1869589,251825.52,4854642.34,15060,733397.6812,1.97,-6.22,2
1869609,255367.49,4854577.88,8410,733397.6967,1.56,-6.35,2
1869709,284798.53,4848490.72,9400,733398.1236,1.56,-6.01,2
1869819,336774.76,4806675.41,0,733398.4597,1.57,-6.43,2
1869879,334809.65,4723806.64,11530,733398.7391,1.51,-6.02,0
1869939,357540.84,4720491.42,10240,733398.9315,1.53,-6.25,0
1869949,284377.47,4847681.56,11000,733398.9573,1.74,-6.17,0
1869979,284793.51,4848335.22,9800,733399.0562,1.65,-6.27,0
1869999,348237.5,4743275.61,2800,733399.1693,2.07,-6.05,0
1870019,362350.22,4708563.48,13740,733399.2464,1.53,-6.2,0
1870029,322165.12,4756956.92,4000,733399.2498,2.29,-5.72,0
1870039,308797.39,4780189.77,9670,733399.286,2.56,-5.74,0
1870459,238265.05,4874585.64,4010,733399.7504,1.63,-6.83,0
1870679,249037.37,4849274.51,3410,733399.865,2.32,-5.95,0
1872399,356457.76,4737466.78,8780,733401.2603,1.82,-6.1,0
1872459,321806.14,4756966.23,7960,733401.3558,2.59,-5.7,0
1873219,345187.65,4746210.03,8940,733403.7169,1.57,-6.43,0
1873229,342707.42,4767066.13,11440,733403.7368,1.63,-5.69,0
1873259,361024.95,4710100.6,11510,733403.8967,1.51,-6.23,0
1873329,276467.2,4841326.16,47810,733404.0642,2.22,-6.14,0
1873339,355082.89,4713965.62,10960,733404.1531,1.71,-5.9,0
1873349,355091.31,4713187.79,10760,733404.1631,1.56,-6.01,0
1873719,324160.58,4781153.68,9360,733405.4243,1.81,-5.94,0
1873739,342441,4714207.37,12570,733405.5266,1.83,-5.9,0
1873749,320100.75,4810488.93,4000,733405.6262,1.85,-6.12,0
1873839,362159.77,4707245.32,12150,733405.9213,1.52,-6.4,0
1873869,255274.88,4857751.09,5550,733406.0376,1.61,-6.5,0
1873949,363040.46,4783293.3,21680,733406.4613,1.81,-5.95,0
1873969,327144.22,4758218.65,29540,733406.4953,1.52,-6.24,0
1873999,353531.23,4742249.98,8060,733406.5733,1.99,-6.01,0
1874169,367508.23,4772672.88,17000,733407.4994,2.15,-5.83,0
1874259,357006.24,4704449.77,11940,733407.6649,1.86,-6.11,0
1874319,355141.61,4737538.72,3900,733407.7841,1.99,-6.02,0
1874359,328424.79,4763720.41,2670,733407.8751,1.71,-6.23,0
1874369,352147.8,4776599.41,13880,733407.9424,1.57,-6.23,0
1874389,351971.57,4777103.22,12480,733407.9589,1.68,-5.97,0
1874399,272701.86,4873412.17,41140,733408.0678,2.68,-5.7,0
1874669,337611.98,4762540.63,11350,733409.6167,1.6,-5.97,0
1874749,334239.67,4725009.14,10270,733409.9542,2.87,-5.47,0
1874779,333035.63,4756483.63,6280,733410.2446,1.76,-5.81,0
1874879,312063.6,4824935.27,39230,733410.7519,1.75,-5.96,0
1874959,341929.16,4681344.64,27120,733410.974,1.59,-5.62,0
1875009,357416.25,4747390.03,4000,733411.2409,1.84,-5.76,0
1875019,323814.7,4732689.33,12930,733411.2928,1.88,-5.95,0
1875029,326388.2,4765738.7,3270,733411.3212,3.43,-5.38,0
1875039,321547.18,4804838,11320,733411.3299,1.87,-6,0
1875049,326857.4,4764948.92,3020,733411.3352,2.15,-5.85,0
1875119,326478.39,4765758.63,2970,733411.6714,1.57,-6.19,0
1875259,352706.2,4727713.68,7130,733412.1008,1.56,-5.97,0
1875319,371466.76,4774496.84,16100,733412.1784,1.67,-6.41,0
1875349,327066.16,4766754.98,3680,733412.2085,2.19,-5.94,0
1875409,379768.77,4775445.18,21490,733412.4459,1.97,-6.16,0
1875429,380109.78,4774939.29,23240,733412.5259,2.19,-5.83,4
1875499,380608.6,4775541.51,21170,733412.7127,1.93,-6.28,4
1875619,346242.68,4705989.82,8460,733413.1871,1.6,-6.12,4
1875629,319080.36,4779175.26,9000,733413.2154,1.51,-6.32,4
1875729,339951.16,4696243.43,4550,733413.8475,2.52,-5.8,4
1875739,339761.12,4695136.77,18180,733413.8498,1.64,-5.42,4
1875809,284916.94,4848164.46,10620,733414.1816,1.69,-6.01,4
1875829,314677.58,4751787.39,4010,733414.3048,1.59,-6.53,4
1876049,357136.87,4799025.14,750,733415.6756,1.71,-6.07,4
1876179,353892.2,4798261.09,14440,733416.6755,1.57,-6.13,4
1876269,355098.14,4716664.86,12640,733417.0644,1.79,-5.87,4
1876289,356294.15,4722883.42,11150,733417.1464,1.51,-6,4
1876299,345167.75,4706458.01,1400,733417.2119,1.86,-6.15,4
1876489,347363.71,4767549.45,11950,733419.2577,2.27,-5.72,4
1876499,374840.61,4773845.31,43660,733419.3649,2.29,-6.26,4
1876529,256076.07,4868365.57,2960,733419.7093,1.59,-6.62,4
1876559,255562.48,4868606.95,3050,733419.8608,1.86,-6.57,4
1876589,299961.41,4811067.43,8310,733419.9812,1.65,-6.48,4
1876619,348447.9,4774902.93,11780,733420.1397,1.53,-5.96,4
1876679,320268.58,4751561.04,11450,733420.57,2.2,-5.72,4
1876799,267056.55,4860152.35,12770,733422.0668,1.86,-6.33,0
1876879,334598.68,4724589.45,12230,733422.4365,2.26,-5.79,0
1877019,348919.64,4740071.97,10330,733423.1713,1.85,-5.78,0
1877099,354742.37,4799320.55,310,733423.7169,1.5,-6.24,0
1877139,365168.28,4690635.1,8560,733423.9496,2.69,-5.63,0
1877239,323412.78,4790563.73,7710,733424.3805,1.5,-6.36,0
1877249,353578.46,4744470.96,10320,733424.3973,1.99,-5.84,0
1877279,258779.32,4863128.25,9660,733424.5595,1.81,-6.25,0
1877319,278954.24,4831369.87,7130,733424.9675,1.65,-6.28,0
1877329,356872.65,4705152.38,12950,733424.9923,1.68,-6.05,0
1877369,364170.08,4690143.42,9270,733425.3429,2.31,-5.8,0
1877389,364883.24,4690807.22,8030,733425.3514,1.75,-6.18,0
1877419,365576.95,4690893.84,7600,733425.5168,1.61,-6.39,0
1877519,321991.63,4802936.94,2300,733426.2236,1.82,-5.97,0
1877529,343963.98,4721672.38,4000,733426.3915,1.63,-6.16,0
1877539,356756.66,4799455.38,2000,733426.4691,1.53,-6.43,0
1877589,286332.63,4835221.91,40310,733426.8781,2.59,-5.61,0
1877609,333720.27,4709466.19,8070,733426.9035,2.32,-5.57,0
1877739,302962.12,4706101.36,11990,733428.4849,1.83,-5.4,0
1877779,365851.07,4780715.35,4970,733429.241,1.61,-6.04,0
1877869,357296.75,4682781.81,14340,733429.4269,1.87,-5.66,0
1877879,342884.48,4695599.17,8710,733429.5017,1.73,-5.41,0
1877889,358295.65,4800522.93,3050,733429.7158,1.79,-6.38,0
1877909,296544.98,4808468.38,7350,733429.8055,2.04,-5.91,0
1877919,363647.09,4689942.52,7440,733429.8269,1.9,-6.09,0
1877939,300039.01,4742116.92,4000,733429.867,1.77,-5.97,0
1877949,364752.17,4691698.4,7660,733430.0049,1.6,-5.84,0
1877979,364234.09,4691319.64,8240,733430.0099,1.67,-6.02,0
1877999,365016.41,4691304.51,8060,733430.0378,1.77,-6.21,0
1878009,364357.62,4691317.25,7890,733430.1018,1.97,-5.96,0
1878029,364811.61,4691364.01,7940,733430.1113,1.65,-6.02,0
1878049,364013.55,4690568.57,8920,733430.1846,1.89,-5.73,0
1878099,320775.6,4774629.55,2550,733430.4642,1.75,-6.41,0
1878109,364445.77,4691615.46,7050,733430.4841,1.66,-5.53,0
1878129,364490.17,4691781.22,7140,733430.543,1.69,-5.88,2
1878139,364823.79,4691141.61,7560,733430.6106,1.71,-6.13,2
1878179,364206.96,4689920.54,7640,733430.7861,2.05,-5.56,2
1878189,366087.38,4691306.16,10960,733430.8073,1.89,-4.47,2
1878209,364385.24,4690616.9,12940,733430.8234,1.69,-5.87,2
1878219,367518.6,4693367.23,7780,733430.8254,1.62,-5.94,2
1878229,365182.61,4691379.07,8010,733430.9642,1.62,-6.09,2
1878239,364734.79,4690798.97,8220,733430.9693,1.69,-5.98,2
1878249,365014.7,4691215.68,8570,733431.3792,2.54,-5.78,2
1878259,364993.63,4691404.93,7590,733431.427,1.68,-5.95,2
1878289,364837.05,4690974.73,7840,733431.4298,1.67,-5.68,2
1878309,363482.1,4692045.2,5610,733431.4391,1.62,-6.06,2
1878319,364831.3,4691530.25,7250,733431.4685,1.94,-6.2,2
1878329,363688.61,4692074.5,6110,733431.4707,1.73,-5.85,2
1878339,406600.3,4676844.11,15220,733431.5294,1.63,-5.92,2
1878349,323942.22,4784659.96,16400,733431.6939,1.57,-6.11,2
1878369,350799.97,4753196.62,2000,733431.6973,1.77,-6.21,2
1878409,286026.66,4848339.99,9060,733431.9515,1.51,-6.19,2
1878419,364731.76,4691920.96,7410,733432.0905,1.71,-6.04,2
1878459,364712.44,4690921.6,7140,733432.2441,1.68,-6.44,2
1878499,368058.62,4689247.09,12350,733432.2898,1.99,-5.93,2
1878529,363434.22,4692546,4000,733432.2906,1.53,-6.3,2
1878539,364299.38,4690862.94,7510,733432.4931,1.85,-5.78,2
1878549,367600.43,4689855.56,12190,733432.5136,1.89,-6.33,2
1878559,364517.73,4691502.99,7400,733432.5926,1.96,-5.81,2
1878569,364748.95,4691531.84,7640,733432.6838,1.78,-6.1,2
1878579,327006.65,4768912.33,3560,733432.9108,1.77,-5.92,2
1878589,300849.76,4790299.21,7720,733433.0697,1.76,-5.01,2
1878609,357967.41,4799952.06,3000,733433.7108,1.53,-5.85,2
1878619,284328.35,4853131.23,50720,733433.733,1.97,-5.7,2
1878709,292663.74,4814834.16,8500,733433.9557,1.67,-6.33,2
1878749,337586.89,4733096.36,12000,733434.4974,1.58,-6.28,2
1878809,367517.08,4773128.2,18240,733434.567,2.5,-5.62,2
1878829,376179.96,4774987.3,22950,733434.6017,1.77,-6,2
1878849,358555.74,4800939.7,3100,733434.7224,2.02,-5.75,2
1878859,342917.09,4736250.74,9800,733434.9195,1.61,-6.07,2
1878869,309881.89,4812947.85,9160,733435.3673,2.05,-5.9,2
1878879,309218.48,4812399.72,10900,733435.386,1.69,-5.93,2
1878939,309403.36,4812350.03,10100,733435.7593,1.55,-5.39,0
1878949,334534.32,4746846.89,7190,733436.7883,1.56,-6.26,0
1878989,365815.22,4690000.62,12260,733437.0271,2.69,-5.97,0
1879069,334801.88,4745051.51,7360,733437.2647,1.51,-6.24,0
1879099,364640.9,4691056.28,8070,733437.4748,1.59,-5.47,0
1879149,363302.69,4692137.56,5260,733437.5414,1.79,-5.9,4
1879189,373693.3,4686421.88,7360,733437.8726,1.89,-6.08,4
1879299,365320.91,4690432.22,15000,733437.9127,2.84,-6.1,4
1879309,364817.79,4690830.7,7760,733437.9181,1.63,-5.35,4
1879319,364418.89,4690227.46,7710,733437.9332,1.67,-5.34,4
1879329,365085.28,4690603.37,9110,733437.9583,2.55,-6.07,4
1879339,364583.54,4690646.38,8130,733437.9727,1.51,-6.06,4
1879349,300943.6,4701668.78,6390,733438.0626,2.04,-5.63,4
1879359,333459.33,4725638.97,12420,733438.1512,2.03,-5.9,4
1879369,333374.53,4725863.23,13000,733438.1541,1.58,-6.1,4
1879379,323438.29,4787795.85,1290,733438.1985,1.79,-5.97,4
1879389,364886.15,4691384.78,7890,733438.2376,1.64,-6.05,4
1879419,366537.48,4710936.91,7490,733438.3074,1.97,-6.13,4
