GENIE_ID,UTM_Easting[m],UTM_Northing[m],Depth[m],Time[d.s],Magnitude,Scaled_E
2498579,358587.43,4699696.28,12230,734593.5048,1.68,-6.25
2498619,344258.36,4715777.37,14420,734593.5655,1.85,-5.99
2498639,354057.72,4710898.68,4010,734593.6293,2.33,-5.94
2498649,354219.87,4710795.29,8330,734593.6806,1.77,-6.19
2498669,256887.83,4877322.54,20890,734593.7494,1.95,-6.56
2498719,383627.25,4682529.15,2600,734593.9289,1.8,-6.2
2498879,308410.1,4809032.53,10690,734594.8494,1.79,-6.06
2498929,373885.15,4777195.65,16300,734594.9803,1.69,-6.23
2499039,312829.68,4799494.41,11490,734595.419,1.55,-6.17
2499099,329573.39,4745912.37,9550,734595.7668,1.68,-5.95
2499299,321999.89,4800169.42,37780,734596.1352,1.59,-6.47
2499359,364589.08,4796927.63,20340,734596.2056,1.54,-6.51
2499429,360897.94,4684275.79,3350,734596.4198,1.51,-6.49
2499569,350187.22,4720379.72,13200,734596.9586,1.51,-6.25
2499679,256453.13,4864625.75,7380,734597.2801,2.57,-5.38
2499689,335056.92,4736911.89,13500,734597.2855,1.69,-6.53
2499709,375972.86,4806763.65,32940,734597.2978,3.63,-5.24
2499739,308306.56,4798231.67,10850,734597.4076,1.73,-6.85
2499779,374215.25,4777889.42,15690,734597.5582,1.97,-6.3
2499829,312909.23,4799436.64,11290,734597.8401,1.61,-6.17
2499889,332539.17,4714005.57,9390,734598.1142,1.53,-6.15
2499899,257036.43,4864960.26,6830,734598.1243,2.45,-4.53
2499929,355392.67,4711881.74,8330,734598.2298,1.5,-6.1
2500059,339821.01,4773266.72,13890,734598.6268,1.92,-6.06
2500069,250593.7,4869648.68,2770,734598.7189,3.04,-6.36
2500149,364888.05,4730397.87,17230,734598.815,1.55,-6.13
2500249,337890.5,4778034.83,12620,734599.0515,1.62,-6.29
2500579,300419.5,4719821.66,3850,734600.0683,2.02,-6.16
2500629,351731.72,4725456.99,12000,734600.196,2.81,-5.54
2500639,351702.98,4725646.47,12370,734600.2042,1.58,-6.11
2500659,301018.36,4719804.46,3480,734600.261,1.99,-6.03
2500699,300954.56,4720728.76,4000,734600.4126,1.57,-6.44
2500709,311599.55,4704595.65,3630,734600.4323,2.44,-6.06
2500769,335443.83,4753758.65,13330,734600.5077,1.53,-6.35
2500799,335294.19,4754328.93,12270,734600.5826,1.57,-6.17
2500869,302820.15,4797688.98,7820,734600.9335,1.63,-6.29
2500889,387723.12,4682351.38,1190,734601.0236,1.84,-6.13
2500899,372815.59,4776993.35,16930,734601.2198,2.43,-5.84
2500909,373025.4,4776900.56,17130,734601.2753,3.15,-5.48
2500919,372554.92,4776976,16990,734601.3289,1.74,-6.23
2500929,352343.98,4701747.43,9720,734601.3862,2.03,-5.98
2500959,341982.5,4752227.25,10710,734601.6918,1.55,-6.23
2500969,348502,4743403.11,8620,734601.9565,2.26,-5.68
2500979,372706.92,4777273.11,17310,734601.9856,3.21,-5.32
2500989,373637.46,4777000.27,16210,734602.0158,2.23,-6.01
2500999,303164.47,4738937.16,7010,734602.0215,1.59,-6.16
2501049,378040.22,4775709.18,22260,734602.6161,1.7,-6.42
2501089,308194.75,4796289.73,2620,734602.7646,1.94,-6.04
2501099,382994.43,4677708.21,2110,734602.765,1.8,-6.28
2501119,372649.13,4768942.3,19260,734602.8534,1.75,-6.28
2501129,372811.45,4776771.24,16510,734602.8745,1.72,-6.28
2501149,378480.5,4775301.4,22600,734602.9138,2.96,-5.76
2501169,378359.06,4775336.89,22310,734602.9424,1.64,-6.03
2501219,363850.98,4702513.17,10600,734603.0639,1.59,-6.19
2501249,378097.16,4775252.69,22750,734603.0914,1.92,-6.25
2501259,378535.84,4775667,22400,734603.0938,1.63,-6.45
2501299,378348.74,4775670.34,22170,734603.1319,1.8,-6.55
2501309,377841.81,4775534.99,22830,734603.2024,1.85,-6.34
2501329,378996.95,4775514.39,23760,734603.2425,2.21,-5.99
2501349,357634.93,4757928.71,12240,734603.2967,1.56,-6.47
2501379,292689.63,4806451.32,5130,734603.3216,1.9,-6.18
2501389,292608.29,4806442.7,5080,734603.3245,1.78,-6.19
2501399,380098.07,4774272.97,15610,734603.3349,1.79,-6.26
2501409,292684.52,4806284.72,5120,734603.3777,1.86,-6.14
2501419,338943.36,4811635,2250,734603.3936,1.73,-6.32
2501459,337820.17,4774736.3,12920,734603.4717,1.62,-6.22
2501549,373878.04,4777251.33,16720,734603.7653,2.29,-5.93
2501559,373341.77,4776850.23,16070,734603.7667,1.56,-6.34
2501629,378123.15,4775341.1,21970,734603.8807,2.07,-6.12
2501669,378504.11,4775256.54,22140,734603.9428,3.6,-5.28
2501679,378015.8,4775254.15,22000,734603.9488,3.01,-5.52
2501689,377192.02,4775602.21,22310,734603.9523,1.67,-6.27
2501709,374541.29,4775272.77,22650,734603.9613,1.69,-6.38
2501719,374006.42,4775393.72,23420,734603.962,1.67,-6.26
2501729,378236.44,4775305.75,22590,734603.9687,2.29,-6.05
2501759,378061.05,4775508.84,22140,734603.9972,1.69,-6.22
2501749,378061.05,4775508.84,22130,734603.9972,1.75,-6.33
2501769,273416.18,4797564.06,3790,734604.0269,2.4,-5.82
2501789,377840.81,4775479.46,22220,734604.0349,1.7,-6.31
2501809,378340.81,4775226.12,21400,734604.0561,2.63,-5.8
2501819,378450.93,4775468.55,22430,734604.057,2.01,-6.04
2501849,378592.38,4775643.78,21680,734604.0891,1.7,-6.07
2501869,378260.45,4775283.1,22970,734604.1266,1.73,-6.27
2501889,373352.92,4777449.92,16690,734604.2198,1.77,-6.41
2501979,355980.7,4799960.73,2420,734604.6831,2.03,-5.96
2502009,372812.9,4776848.98,16470,734604.8024,1.93,-6.02
2502019,321864.37,4759520.67,8150,734604.806,1.95,-5.75
2502039,379420.82,4775095.85,21770,734604.9044,1.93,-6.1
2502059,378892.38,4775582.9,21970,734604.9462,1.87,-6.24
2502099,353146.32,4804255,3970,734605.237,1.93,-5.89
2502109,318140.94,4814409.26,13870,734605.2561,1.66,-6.04
2502119,372898.22,4776625.2,16110,734605.3408,2.55,-5.61
2502149,354025.92,4799947.08,1030,734605.4262,1.7,-6.25
2502169,337653.89,4810543.57,1780,734605.5001,1.57,-6.15
2502229,339829.95,4811802.78,2200,734605.6014,1.81,-6.41
2502279,379116.6,4775378.96,21670,734605.7319,2.09,-6.07
2502299,363389.1,4704966.07,10780,734605.7885,1.79,-6.2
2502309,369876.18,4668108.67,7190,734605.7902,1.63,-6.11
2502379,378504.11,4775256.54,21780,734605.9136,2.71,-5.79
2502399,378764.23,4775240.8,21520,734605.9503,1.51,-6.46
2502449,300048.27,4701160.92,4000,734605.9914,2.06,-6.13
2502629,328385.47,4719429.26,14430,734606.2588,1.59,-6.34
2502699,336744.55,4750071.93,11040,734606.3391,1.53,-6.24
2502719,334664.8,4735921.26,7440,734606.4002,1.59,-6.09
2502749,338431.08,4810869.39,1620,734606.4167,1.65,-6.46
2502779,356980.22,4800439.51,3150,734606.4485,1.59,-6.12
2502829,336673.71,4771396.77,13030,734606.5804,1.56,-6.16
2502869,262518.68,4837325.86,4840,734606.8558,1.65,-6.03
2502879,377959.06,4775266.27,21570,734606.9172,2.24,-5.92
2502889,378072.75,4775253.13,21220,734606.9219,1.87,-6.18
2502939,378034.06,4775364.91,21560,734607.0153,1.9,-11.95
2502949,378071.36,4775175.39,21700,734607.0159,2.12,-5.88
2502959,262395.12,4837029.98,4000,734607.0444,1.5,-6.01
2502989,330091.76,4761223.02,8540,734607.2223,1.84,-5.88
2502999,330113.74,4761122.47,8230,734607.304,1.86,-5.96
2503019,258002.32,4865202.99,8210,734607.366,2.75,-5.71
2503029,373863.89,4689029.07,5400,734607.3808,1.71,-6.07
2503039,258293.21,4864358.23,4490,734607.4515,1.71,-6.29
2503069,304423.29,4799231.97,9020,734607.7573,1.74,-6.18
2503089,300333.24,4681392.91,4010,734607.7991,1.79,-6.03
2503099,262479.32,4837127.08,4000,734607.837,1.65,-6.26
2503119,262323.15,4837277.2,4000,734607.9026,1.53,-6.24
2503159,377791.01,4775424.81,21760,734607.96,1.87,-6.16
2503179,262327.1,4837388.27,4000,734608.0505,1.59,-6.1
2503239,330074.07,4761167.9,8400,734608.2882,1.55,-6.12
2503249,262162.19,4836838.09,5150,734608.3161,1.59,-6.2
2503449,378843.22,4775106.09,21510,734609.0668,1.61,-6.36
2503459,378984.23,4775714.57,21530,734609.0718,1.75,-6.43
2503489,259496.69,4866271.91,7770,734609.1467,1.84,-5.94
2503589,367157.66,4669458.95,8690,734609.5041,2.89,-5.62
2503599,317884.72,4801301.44,13130,734609.6089,1.61,-6.13
2503759,339644.18,4812162.79,2840,734610.5992,1.79,-6.51
2503789,385108.19,4678784.01,4810,734610.688,1.79,-5.05
2503829,358742.49,4783803.41,19560,734610.7376,1.59,-6.27
2503839,357382.42,4782131.91,8620,734610.7438,1.76,-6.01
2503859,341916.15,4802341.61,2380,734610.8153,2.02,-6.14
2503919,339036.84,4724296.02,9440,734611.1046,1.58,-6.22
2503969,354013.44,4804625.09,5060,734611.2889,1.63,-6.1
2503979,367242.36,4669568.43,10000,734611.3538,2.95,-5.61
2504049,339377.45,4811502.4,2210,734611.5934,1.89,-6.34
2504149,327872.67,4730164.69,10480,734611.9352,1.59,-6.08
2504219,330061.23,4760979.31,8830,734612.1172,1.56,-6.06
2504239,251836.38,4848446.72,4010,734612.1271,1.69,-6.42
2504289,353805.4,4804374.03,4610,734612.2395,1.85,-5.96
2504309,354043.92,4804535.54,4740,734612.2451,1.67,-6.29
2504339,355020.54,4804347.85,5110,734612.2831,1.69,-6.14
2504349,329898.16,4760983.36,8270,734612.2938,1.95,-5.94
2504359,354162.32,4804388.54,4580,734612.3009,1.77,-6.02
2504379,354167.11,4804610.66,4840,734612.3036,1.7,-6.18
2504389,330090.38,4761167.49,8250,734612.3196,1.87,-5.98
2504399,353102.68,4804111.5,3790,734612.3396,1.95,-5.92
2504409,376546.24,4774091.94,16430,734612.3426,2.55,-5.77
2504429,354134.52,4804978.03,4530,734612.3525,1.53,-6.6
2504439,353530.12,4804013.33,4390,734612.3534,2.73,-5.56
2504459,330131.42,4761177.59,8330,734612.3956,2.33,-5.76
2504479,354025.32,4804424.83,4770,734612.4031,2.78,-5.57
2504489,330134.73,4761310.85,8250,734612.406,1.66,-5.96
2504499,330074.35,4761179,8040,734612.423,1.67,-6.09
2504509,330252.07,4761107.92,8150,734612.5001,1.56,-6.25
2504549,305731.23,4703334.21,4010,734612.5855,2.06,-5.97
2504569,329947.64,4761004.35,3760,734612.5998,2.56,-5.65
2504579,329973.59,4761392.64,8000,734612.6195,1.81,-5.91
2504609,354385.19,4805328.17,5420,734612.6294,1.6,-6.47
2504629,354190.93,4804587.92,5160,734612.6433,1.56,-6.43
2504639,356525.7,4800038.04,2810,734612.6707,1.56,-6.1
2504649,354208.05,4804254.22,4790,734612.6789,1.57,-6.65
2504669,335936.31,4782037.5,17450,734612.7331,1.62,-6.11
2504719,330091.21,4761200.81,8000,734612.803,2.04,-5.99
2504709,330076.83,4761278.95,7970,734612.803,2,-5.91
2504729,330123.1,4761500.05,7940,734612.8072,1.57,-6.14
2504739,330033.42,4761502.27,8010,734612.8147,1.53,-6.14
2504749,330040.2,4761446.54,8060,734612.8736,1.57,-6.13
2504759,330050.99,4761224.03,8000,734612.9006,1.52,-6.16
2504789,344588.34,4718414.19,5600,734612.9106,1.66,-6.34
2504799,360243.09,4683277.95,3530,734612.9121,1.68,-6.28
2504889,285198.3,4776969.23,34970,734613.0613,1.69,-6.27
2504949,367879.45,4779220.31,28560,734613.097,1.56,-6.56
2504999,344570.69,4718725.67,4000,734613.1584,1.8,-6.08
2505059,329784.69,4761341.77,8210,734613.2298,1.75,-6.08
2505119,331819.53,4748490.59,10820,734613.2739,1.55,-6.2
2505149,354047.22,4804313.25,4660,734613.3268,1.68,-6.1
2505179,357861.46,4800698.71,3400,734613.3763,1.65,-6.45
2505189,356842.07,4798509.16,0,734613.3817,1.5,-6.07
2505209,353895.53,4804794.31,4640,734613.4408,2.39,-5.92
2505219,354044.4,4804557.75,4680,734613.4417,1.59,-6.51
2505319,355016.75,4717877.47,8370,734613.7306,2.08,-5.96
2505349,362288.12,4726538.79,14230,734613.8549,1.63,-6.25
2505369,329892.34,4761405.77,8150,734613.8866,1.93,-5.9
2505389,329956.74,4761370.83,8190,734613.9133,1.65,-6.14
2505409,329750.15,4761264.84,8070,734613.9378,2.07,-5.9
2505429,329957.56,4761404.15,7970,734613.942,2.11,-5.83
2505449,329848.54,4761284.62,8000,734613.9473,2.45,-5.69
2505499,330052.37,4761279.56,8310,734614.0602,1.81,-6.08
2505519,354137.35,4804733.52,4950,734614.0665,1.63,-6.2
2505529,330250.14,4761030.19,8500,734614.0772,1.51,-6.26
2505539,329940.31,4761037.87,6890,734614.0787,3.09,-5.36
2505549,329763.69,4761153.38,8450,734614.089,1.69,-6.15
2505559,329871.74,4761561.85,8090,734614.1134,1.79,-5.99
2505589,353799.39,4804096.39,5060,734614.2,1.73,-6.06
2505599,329885.17,4761117.03,8360,734614.2045,1.9,-5.94
2505619,354360.05,4804162.06,5340,734614.2272,1.59,-6.29
2505629,329951.34,4761482.09,8240,734614.2526,1.67,-6.09
2505639,354661.25,4804600.01,5360,734614.2773,1.51,-6.2
2505649,326697.93,4690448.35,6380,734614.2803,1.91,-5.89
2505679,353669.29,4804076.98,4800,734614.332,1.71,-6.07
2505719,310104.13,4707081.06,4000,734614.49,1.61,-6.26
2505729,341493.84,4697097.07,12790,734614.5282,1.94,-6.08
2505759,353650.12,4804688.51,4500,734614.7997,1.73,-5.94
2505849,329802.51,4761730.25,7820,734615.0087,1.63,-6.04
2505929,353967.24,4804737.2,4830,734615.124,1.53,-6.2
2505939,354529.25,4804491.74,5430,734615.1267,1.61,-6.4
2505979,353880.4,4804094.63,5100,734615.2775,1.57,-6.33
2505999,317973.91,4778882.45,3420,734615.2984,2.61,-5.64
2506039,359685.24,4782217.34,19490,734615.4385,1.73,-6.27
2506059,359197.83,4782238.53,19400,734615.4433,1.91,-6.17
2506119,355776.42,4675014.69,8670,734615.6381,1.61,-6.1
2506139,354773.93,4804186.48,4800,734615.6662,1.61,-6.27
2506149,304982.63,4764003.81,4000,734615.7205,1.97,-6.07
2506169,329946.65,4761293.29,7350,734615.8231,1.93,-5.86
2506179,354054.9,4804668.64,5060,734615.8306,1.6,-6.21
2506189,346047.8,4713159.98,10370,734615.8533,1.87,-6.33
2506199,326018.77,4784784.31,16320,734615.8557,1.77,-6.12
2506219,353681,4804243.39,4590,734615.9892,2.03,-5.9
2506239,329914.16,4761627.47,7800,734616.0795,1.83,-5.93
2506269,329872.57,4761595.16,7440,734616.1945,1.63,-6.01
2506289,358558.95,4718115.45,13030,734616.2135,1.63,-6.32
2506299,337795.87,4775425.81,11590,734616.3191,1.55,-6.59
2506339,353837.97,4804006.66,4620,734616.4227,2.11,-5.91
2506359,341955.92,4700052.97,12570,734616.4351,1.86,-6.23
2506479,353711,4804131.63,4960,734616.7666,1.5,-6.43
2506519,352954.57,4803636.94,9240,734616.8391,1.93,-5.93
2506529,354361.49,4804228.69,4690,734616.8451,1.71,-6.5
2506549,353761.29,4804208.32,4370,734616.8741,1.51,-6.35
2506629,273630.24,4784981.89,4000,734617.2003,1.72,-6.08
2506639,258592.12,4863068.33,4000,734617.2337,1.63,-6.04
2506649,353730.72,4710194.55,16810,734617.2545,1.89,-5.97
2506709,354169.46,4804343.94,4510,734617.4369,1.57,-6.51
2506719,353981.22,4804259.12,4780,734617.5075,3.1,-5.33
2506729,353295.71,4803296.19,9120,734617.5157,3,-5.43
2506749,354323.14,4804329.52,4830,734617.5259,1.99,-5.89
2506759,351352.64,4803405.32,5670,734617.5266,1.65,-6.19
2506779,354265.47,4804286.32,5090,734617.5502,1.95,-5.97
2506789,353782.57,4803318.98,4430,734617.5842,2.29,-5.81
2506809,353321.56,4803740.08,3660,734617.6289,2.77,-5.53
2506829,353721.82,4804631.4,4740,734617.7089,2.03,-5.94
2506839,353791.19,4804841.01,4750,734617.7315,1.65,-5.61
2506849,353924.09,4804615.91,4950,734617.7455,1.91,-6
2506879,354453.95,4804382.25,5040,734617.8198,1.51,-6.23
2506929,306897.75,4819023.91,3790,734617.9011,2.52,-5.86
2506969,354646.44,4803911.45,4920,734617.9362,1.7,-6.51
2506999,305083.6,4764112.08,4000,734618.0455,1.57,-5.91
2507019,353881.12,4804127.95,4460,734618.0508,1.75,-6.12
2507029,353439.64,4711978.17,13090,734618.2013,1.55,-6.19
2507039,351982.39,4736772.53,5770,734618.2039,1.53,-6.35
2507049,352651.78,4803876.87,3630,734618.2062,1.76,-6.14
2507069,353638.57,4804155.42,4600,734618.3077,2.23,-6.03
2507079,354026.04,4804458.15,4510,734618.3345,1.65,-6.01
2507089,353837.97,4804006.66,4260,734618.3418,1.71,-6.11
2507099,321348.55,4788684.01,38030,734618.3722,1.81,-6.03
2507109,311311.1,4798869.71,9960,734618.388,1.51,-6.19
2507129,324845.26,4756410.1,11200,734618.4308,1.79,-6.05
2507209,309071.85,4760287.53,6450,734618.7783,1.58,-6.21
2507259,353274.35,4804552.21,4490,734618.9399,1.56,-6.16
2507289,306894.57,4818912.85,3940,734618.9464,2.85,-5.58
2507299,332133.94,4777907.56,10070,734618.9519,1.62,-6.19
2507309,353908.13,4804627.37,4240,734618.9592,1.5,-6.37
2507329,353140.77,4803999.56,3620,734618.9717,2.01,-6.2
2507339,306860.52,4819136.14,4000,734618.9772,1.79,-6.16
2507349,354087.25,4804290.16,4160,734618.9966,1.65,-6.23
2507419,353193.89,4736391.14,9340,734619.2023,1.58,-6.36
2507439,351838.38,4736164.58,6610,734619.2051,1.53,-6.28
2507539,356729.06,4800067.06,2470,734619.4274,1.55,-6.27
2507549,354275.06,4804730.55,3910,734619.4471,1.61,-6.2
2507619,351947.54,4735528.97,6260,734619.7003,1.93,-5.82
2507709,353255.06,4803663.74,3690,734619.8711,2.14,-6.03
2507729,353367.61,4803994.63,3540,734619.9011,2.03,-6.15
2507739,353984.1,4804392.39,4470,734619.9239,1.57,-6.24
2507759,353270.39,4803996.74,3700,734619.9368,1.86,-6.13
2507899,353686.61,4804876.61,4780,734620.1116,1.77,-6.26
2508089,353644.58,4804433.07,4600,734620.4273,2.41,-5.86
2508149,309916.59,4707441.79,4000,734620.6283,1.77,-6.17
2508179,356331.31,4800431.04,2840,734620.6842,1.69,-6.57
2508259,353416.55,4804382.46,4680,734620.9527,2.05,-6.02
2508319,356094.33,4731019.68,12090,734621.013,1.53,-6.38
2508519,329831.25,4761573.97,8250,734621.7079,2.05,-5.99
2508529,346663.71,4720590.03,13190,734621.7269,1.85,-6.01
2508619,377817.98,4684238.41,6960,734621.8337,1.61,-6.37
2508729,353781.37,4803263.45,4350,734621.9778,1.55,-6.32
2508739,354054.9,4804668.64,4970,734621.9853,1.83,-6.12
2508759,353796.5,4803963.12,4370,734622.0216,1.51,-6.45
2508769,334556.85,4777814.95,31460,734622.0217,2.53,-5.46
2508979,354041.71,4804057.81,5120,734622.2967,1.67,-6.34
2508989,353967.72,4804759.41,4660,734622.3059,1.64,-6.43
2508999,337950.09,4735310.03,5870,734622.3164,1.53,-6.6
2509029,353276.04,4804629.96,4330,734622.3793,2.03,-6.15
2509069,353268.81,4804296.78,4350,734622.4295,2.27,-5.94
2509099,374957.74,4778453.43,15570,734622.5166,1.71,-6.83
2509119,384661.23,4679202.28,1100,734622.5549,1.92,-6.42
2509129,353131.6,4803577.54,1020,734622.6133,1.55,-6.29
2509199,353120.95,4803833.32,3310,734622.8124,2.21,-5.92
2509219,353987.22,4804536.77,4650,734622.8174,1.65,-6.29
2509259,364187.56,4770682.87,18380,734622.9008,1.55,-6.34
2509409,314438.51,4817255.57,14110,734623.275,1.62,-6.32
2509439,353891.92,4803127.72,4120,734623.33,1.52,-6.42
2509479,353851.91,4804650.81,4450,734623.397,1.77,-6.11
2509499,317220.97,4791727.94,11750,734623.5803,1.63,-6.3
2509529,353724.22,4804742.46,4460,734623.7154,1.98,-6.05
2509559,356072.37,4722077.04,10520,734623.7489,2.3,-5.76
2509579,353809.48,4804562.83,4880,734623.7979,1.77,-6.12
2509689,321939.82,4688089.87,12780,734623.9119,3.01,-5.5
731661,353549.45,4804157.36,4580,734624.1337,1.51,-6.4
732151,343451.41,4714217.87,3810,734624.2731,1.95,-6.19
732281,353839.14,4805184.41,5060,734624.333,1.58,-6.3
733611,286433.6,4821899.53,6210,734624.6624,2.26,-5.83
733801,297045.27,4739114.52,4000,734624.7391,1.88,-5.97
733841,297108.43,4739034.85,4000,734624.742,1.74,-6.09
734071,353944.44,4805182.14,5110,734624.8431,1.51,-6.26
734131,353837.94,4805128.88,5230,734624.8446,1.52,-6.38
735051,353836.5,4805062.25,4330,734625.2364,1.62,-6.37
735321,356843.6,4800497.96,2910,734625.303,1.74,-6.29
735531,323989.66,4780835.81,12160,734625.3449,1.6,-6.39
736051,302192.36,4734441.47,1320,734625.5215,1.9,-5.99
736141,358548.78,4699819.26,11570,734625.548,2.04,-6.01
736221,380693.15,4750001.64,15070,734625.6058,2.17,-5.94
737051,357421.16,4709051.49,13340,734626.0323,1.51,-6.35
737351,303854.7,4810386.15,8390,734626.1751,1.73,-6.26
737571,315859.23,4685757.92,18960,734626.2679,1.69,-5.95
737891,355854.79,4800141.19,1850,734626.4255,1.57,-6.3
737981,372032.83,4757755.92,17510,734626.4414,1.65,-6.56
739051,327159.42,4767863.88,3580,734626.9125,1.57,-6.24
739301,318757.62,4685560.2,14530,734627.0499,1.58,-6.22
739351,354249.27,4804286.67,5260,734627.0788,1.58,-6.35
740681,324380.37,4752599.28,12380,734627.5819,1.54,-6.16
740801,356180.53,4799823.15,2020,734627.6807,1.79,-6.26
741101,360532.74,4692025.59,5740,734627.8508,1.87,-6.15
741561,328711.83,4752678.78,11130,734627.9766,1.72,-6.13
741891,317778.41,4685652.24,14930,734628.2274,1.95,-6.19
742381,333294.38,4766100.24,11380,734628.3922,2.03,-5.86
742691,379792.18,4721658.53,15960,734628.4804,1.81,-6.14
743431,347212.47,4719055.86,11420,734628.7231,1.75,-6.3
743531,349178.04,4707892.06,10660,734628.7632,1.54,-6.2
743571,351052.68,4707918.37,9830,734628.7941,2.15,-6.03
743711,411034.44,4663971.21,16170,734628.8031,1.69,-6.28
743671,354248.46,4803497.8,4420,734628.8032,1.55,-6.12
744751,350938.95,4708365.18,10280,734629.2516,1.67,-6.25
744821,350427.69,4708287.27,7080,734629.2707,1.93,-6.03
744911,322563.63,4723831.6,13920,734629.2758,1.81,-5.78
745371,361069.19,4704489.82,14910,734629.42,1.87,-6.05
747481,364298.37,4704370.67,10140,734630.5917,1.95,-6.05
747791,355884.44,4799629.46,2250,734630.6891,1.57,-6.3
748181,313228.3,4786557.43,8810,734630.852,1.58,-6.42
749211,356779.93,4800554.86,3300,734631.4226,1.63,-6.42
749661,357438.73,4800263.17,2940,734631.6851,1.94,-6.02
749821,312559.52,4811094.47,37010,734631.8381,1.5,-6.54
749921,338361.39,4731189.35,8040,734631.8682,1.76,-6.13
749971,310199.23,4735739.35,4000,734631.8704,1.77,-6.05
750201,355111.95,4696379.31,10140,734631.9684,2.05,-5.98
750241,355111.95,4696379.31,10140,734631.9684,2.05,-5.97
750371,338051.52,4731252.15,7900,734632.0076,1.57,-6.3
750511,271659.37,4850073.35,9050,734632.0357,1.61,-6.28
750611,347490.45,4760435.71,12800,734632.0855,1.52,-6.22
751441,360209.61,4736834.27,14500,734632.3823,1.67,-6.28
751861,373413.44,4777204.4,16400,734632.6036,2.05,-6.07
752131,373429.09,4777170.78,16530,734632.6657,2.02,-6.08
752431,362734.05,4780999.7,20280,734632.7413,1.63,-6.2
752541,362234.83,4780843.14,20500,734632.7646,1.97,-6.04
